kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
5807;1400-1415;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
5807;1500-1515;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
5807;1600-1615;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
5807;2100-2115;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
5807;2200-2215;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
5807;2300-2315;;NZL;ZKLF Wellington Met Fax;;Oc;;1;;
5810;1600-1700;;CHN;CNR1 Jammer;M;FE;;0;;
5810;1600-1700;;USA;Radio Free Asia;UI;FE;/TJK;0;;
5810;1730-1830;;USA;VoA Radio Ashna;DR;AFG;/KWT;0;;
5810;1830-1930;;USA;VoA Radio Ashna;PS;AFG;/KWT;0;;
5810;1930-2030;;USA;VoA Radio Ashna;DR;AFG;/KWT;0;;
5810;0000-0500;;USA;WEWN EWTN Catholic R.;S;CAm;b;0;;
5815;0800-1300;Su;HOL;Orion Radio;E;Eu;;2;;
5816;0820-0840;Tu,Th;RUS;Russian Spy Numbers;E;;;1;0101;3101
5820;1930-2000;;IRL;RTE Dublin;E;Af;/AFS;0;;
5820;1600-1800;;USA;Radio Liberty;TK;CAs;/THA-u;0;;
5820;2230-2400;;USA;Voice of America;E;FE;/THA-u;0;;
5824;2040-2100;Mo,We;RUS;Russian Spy Numbers;E;;;1;0102;2902
5824;2040-2100;Mo,We;RUS;Russian Spy Numbers;E;;;1;0111;3011
5825;1500-1600;;CHN;CNR1 Jammer;M;FE;;0;;
5825;1500-1600;;USA;Radio Free Asia;TB;FE;/TJK;0;;
5830;2300-2400;;USA;Voice of America;E;SEA;/PHL-t;0;;
5830;0000-1300;;USA;WTWW Lebanon, TN;;NAm;L;6;1811;3103
5835;1500-1900;;USA;VoA Deewa Radio;PS;PAK;/CLN-i;6;2810;2402
5835;1900-2100;;USA;Voice of America;K;FE;/PHL-t;0;;
5836;1820-1840;We,Su;RUS;Russian Spy Numbers;E;;;1;0112;3101
5836;2030-2050;Th;RUS;Russian Spy Numbers;E;;;1;0110;3110
5836;2130-2150;Th;RUS;Russian Spy Numbers;E;;;1;0103;3103
5840;2230-2330;;USA;Radio Free Asia;KH;SEA;/CLN-i;0;;
5845;1400-1800;;G;BBC DIGITAL;E;SAs;/THA-n;0;;
5846;0450-0510;Th;RUS;Russian Spy Numbers;E;;;1;0110;3110
5846;0550-0610;Th;RUS;Russian Spy Numbers;E;;;1;0111;3103
5850;0028-0053;;DNK;OXT Copenhagen Met Fax;;Eu;co;1;;
5850;1900-2130;;USA;Radio Farda;FS;IRN;/CLN-i;0;;
5850;2130-0300;;USA;Radio Farda;FS;IRN;/KWT;0;;
5855;1000-1100;;CUB;Cuban Spy Numbers;S;Am;;1;;
5855;1500-1900;;USA;Radio Free Asia;K;FE;/MRA-t;0;;
5857.5;1300-1315;;KOR;HLL Seoul Meteo;E;FE;sg;1;;
5857.5;1400-1415;;KOR;HLL Seoul Meteo;E;FE;sg;1;;
5857.5;2240-2245;;KOR;HLL Seoul Meteo;E;FE;sg;1;;
5857.5;2245-2250;;KOR;HLL Seoul Meteo;K;FE;sg;1;;
5860;1900-2100;;CHN;CNR1 Jammer;M;FE;;0;;
5860;1415-1705;;CHN;Voice of Jinling;C;TWN;nj;1;;
5860;0000-0100;;USA;Radio Farda;FS;IRN;/CLN-i;0;;
5860;0100-0300;;USA;Radio Farda;FS;IRN;/CLN-i;6;2810;1911
5860;0100-0300;;USA;Radio Farda;FS;IRN;/D-L;6;2011;3103
5860;0300-0830;;USA;Radio Farda;FS;IRN;/KWT;0;;
5860;1900-2100;;USA;Radio Free Asia;M;FE;/MRA-t;0;;
5864;2000-2020;We;RUS;Russian Spy Numbers;E;;;1;0110;3110
5864;2100-2120;We;RUS;Russian Spy Numbers;E;;;1;0111;3103
5865;0400-0500;;ALG;Radio Algerienne;A;CAf;/F;0;;
5865;0500-0600;;ALG;Radio Algerienne;A;WAf;/F;0;;
5865;0600-0700;;ALG;Radio Algerienne;A;WAf;/F;6;2810;2302
5865;1330-1400;;G;BBC;BE;SAs;/THA-n;0;;
5865;1400-1430;;G;BBC;HI;SAs;/THA-n;0;;
5865;1600-1630;;G;BBC;HI;SAs;/THA-n;0;;
5865;1630-1700;;G;BBC;BE;SAs;/THA-n;0;;
5865;1700-1730;;G;BBC;DR;AFG;/THA-n;0;;
5865;1730-1800;;G;BBC;PS;AFG;/THA-n;0;;
5865;1800-1830;;G;BBC;DR;AFG;/THA-n;0;;
5865;1830-1900;;G;BBC;FS;IRN;/THA-n;0;;
5867;0800-0820;Tu,Th;RUS;Russian Spy Numbers;E;;;1;0102;2902
5867;0800-0820;Tu,Th;RUS;Russian Spy Numbers;E;;;1;0111;3011
5875;0000-0030;;G;BBC;BR;SEA;/THA-n;0;;
5875;0030-0100;;G;BBC;DR;AFG;/CYP;0;;
5875;0100-0130;;G;BBC;PS;AFG;/CYP;0;;
5875;0130-0200;;G;BBC;DR;AFG;/CYP;0;;
5875;0200-0300;;G;BBC;E;ME;/CYP;0;;
5875;0300-0400;;G;BBC;A;EAf;/CYP;0;;
5875;0400-0500;;G;BBC;A;ME;/CYP;0;;
5875;0700-0900;;G;BBC DIGITAL;E;SEu;w;0;;
5875;1200-1600;;G;BBC;E;FE;/THA-n;0;;
5875;1600-1700;;G;BBC;FS;IRN;/CYP;0;;
5875;1700-1730;;G;BBC;DR;AFG;/CYP;0;;
5875;1730-1800;;G;BBC;PS;AFG;/CYP;0;;
5875;1800-2000;;G;BBC;E;ME;/CYP;0;;
5875;2000-2100;;G;BBC;A;EAf;/CYP;0;;
5875;2000-2100;;G;BBC;A;WAf;w;0;;
5875;2100-2200;;G;BBC;E;FE;/THA-n;0;;
5875;2100-2400;;G;BBC;E;FE;/THA-n;0;;
5875;2200-2300;;G;BBC;E;INS;/THA-n;0;;
5875;1100-1115;;THA;Radio Thailand;VN;SEA;u;0;;
5875;1115-1130;;THA;Radio Thailand;KH;SEA;u;0;;
5875;1130-1145;;THA;Radio Thailand;LAO;SEA;u;0;;
5875;1145-1200;;THA;Radio Thailand;BR;SEA;u;0;;
5882;2020-2040;Mo,We;RUS;Russian Spy Numbers;E;;;1;0101;3101
5883;0700-0800;;CUB;Cuban Spy Numbers;S;Am;;1;;
5884;2050-2110;Th;RUS;Russian Spy Numbers;E;;;1;0109;3009
5884;2050-2110;Th;RUS;Russian Spy Numbers;E;;;1;0104;3004
5885;2200-2300;;G;BBC;E;CAf;/AFS;0;;
5885;2300-0230;;G;BBC;E;;/XUU;6;0311;0411
5885;2300-0230;;G;BBC;E;;/XUU;6;0711;0711
5885;1200-1300;;RUS;Voice of Russia;E;SAs;/TJK;0;;
5885;1300-1400;;RUS;Voice of Russia;HI;SAs;/TJK;6;2810;3112
5885;1300-1400;;RUS;Voice of Russia;HI;SAs;m;6;0101;3103
5885;1400-1500;;RUS;Voice of Russia;UR;SAs;/TJK;6;2810;3112
5885;1400-1500;;RUS;Voice of Russia;UR;SAs;m;6;0101;3103
5885;1500-1600;;RUS;Voice of Russia;HI;SAs;/TJK;6;2810;3112
5885;1500-1600;;RUS;Voice of Russia;HI;SAs;m;6;0101;3103
5885;1600-1700;;RUS;Voice of Russia;E;SAs;/TJK;0;;
5885;0300-0330;;USA;Afia Darfur Radio;A;EAf;/CVA;0;;
5885;1700-1800;;USA;Radio Liberty;R;Cau;/THA-u;0;;
5885;2000-2100;;USA;Radio Liberty;R;FE;/THA-u;0;;
5885;1930-2000;;USA;Voice of America;AL;SEE;/D-b;0;;
5885;1800-1900;;USA;WYFR Family Radio;E;EAf;/AFS;6;2810;0611
5890;1500-1630;;G;BBC;E;FE;/THA-n;6;2412;3112
5890;0300-0400;Tu-Sa;USA;Brother Stair;E;NAm;n;6;2810;0311
5890;0300-0400;Tu-Sa;USA;Brother Stair;E;NAm;n;6;1003;3103
5890;0400-0500;Tu-Sa;USA;Brother Stair;E;NAm;n;6;0411;0903
5890;0400-1000;;USA;Brother Stair;E;NAm;n;6;2810;0311
5890;0400-1000;;USA;Brother Stair;E;NAm;n;6;1003;3103
5890;0500-1100;;USA;Brother Stair;E;NAm;n;6;0411;0903
5890;1000-1100;Mo-Fr;USA;Brother Stair;E;NAm;n;6;2810;0311
5890;1000-1100;Mo-Fr;USA;Brother Stair;E;NAm;n;6;1003;3103
5890;1100-1200;Mo-Fr;USA;Brother Stair;E;NAm;n;6;0411;0903
5890;0000-0100;Tu-Sa;USA;Voice of America;S;Car;g;6;2810;0411
5890;0030-0100;Mo-Fr;USA;Voice of America;S;Car;g;6;0511;1611
5890;0030-0100;Tu-Fr;USA;Voice of America;S;Car;g;6;1711;3103
5890;0100-0200;Tu-Sa;USA;Voice of America;S;Car;g;6;0511;3003
5890;1200-1500;;USA;Voice of America;K;FE;/MRA-t;0;;
5890;2330-2400;Mo-Fr;USA;Voice of America;S;Car;g;6;2810;0311
5890;0100-0300;Tu-Sa;USA;WWCR 4 Nashville, TN;E;NAm;n;6;2810;0311
5890;0100-0300;Tu-Sa;USA;WWCR 4 Nashville, TN;E;NAm;n;6;1003;3103
5890;0200-0400;Tu-Sa;USA;WWCR 4 Nashville, TN;E;NAm;n;6;0411;0903
5890;0300-0400;Su-Mo;USA;WWCR 4 Nashville, TN;E;NAm;n;6;2810;0311
5890;0300-0400;Su-Mo;USA;WWCR 4 Nashville, TN;E;NAm;n;6;1003;3103
5890;0400-0500;Su-Mo;USA;WWCR 4 Nashville, TN;E;NAm;n;6;0411;0903
5895;0300-0315;Mo-Fr;SSD;Radio Peace;E;EAf;n;8;;
5895;0315-0330;Mo-Fr;SSD;Radio Peace;A;EAf;n;8;;
5895;0330-0400;Mo-Fr;SSD;Radio Peace;E,A;EAf;n;8;;
5895;1500-1515;Mo-Fr;SSD;Radio Peace;E;EAf;n;8;;
5895;1515-1530;Mo-Fr;SSd;Radio Peace;A;EAf;n;8;;
5895;1530-1600;Mo-Fr;SSD;Radio Peace;E,A;EAf;n;8;;
5895;1900-2100;;USA;Radio Liberty;BY;EEu;/D-L;0;;
5895;2200-2300;Su-Th;USA;Voice of America;E;SEA;/PHL-t;0;;
5895;2300-2400;;USA;Voice of America;E;SEA;/PHL-t;0;;
5898;0800-0900;;CUB;Cuban Spy Numbers;S;Am;;1;;
5900;0700-0735;;KOR;MND Radio;K;KRE;c;6;0811;3011
5900;1000-1300;;RUS;Voice of Russia;M;FE;v;0;;
5900;1300-1400;;RUS;Voice of Russia;MO;FE;v;0;;
5900;1400-1500;;RUS;Voice of Russia;UR;SAs;s;6;2810;3112
5900;1500-1700;;RUS;Voice of Russia;R;SAs;s;6;2810;3112
5900;1500-1800;;RUS;Voice of Russia;E;SAs;n;6;0101;3103
5900;1800-2000;;RUS;Voice of Russia;R;CAs;;6;2810;3112
5900;2000-2300;;USA;Brother Stair;E;Eu;/BUL-s;6;0812;3101
5905;0100-0200;;CHN;China Radio Int.;R;CAs;ka;0;;
5905;1200-1400;;CHN;China Radio Int.;R;CAs;ka;0;;
5905;0300-0400;;D;Deutsche Welle;SWA;EAf;/RRW;0;;
5905;0400-0500;;D;Deutsche Welle;E;EAf;/RRW;0;;
5905;0500-0530;;D;Deutsche Welle;E;EAf;/RRW;0;;
5905;2100-2300;;G;BBC;E;FE;/OMA;0;;
5905;1525-2100;;RUS;Radio Rossii;R;Eu;t;0;;
5910;1500-1600;;CHN;China Radio Int.;M;SEA;b;0;;
5910;2330-1200;;CLM;Alcaravan Radio;S;CLM;;1;;
5910;1700-1730;;G;BBC;DR;AFG;/OMA;0;;
5910;1730-1800;;G;BBC;PS;AFG;/OMA;0;;
5910;1800-1830;;G;BBC;DR;AFG;/CYP;0;;
5910;1830-1900;;G;BBC;FS;IRN;/CYP;0;;
5910;1330-1430;Fr;J;Shiokaze;E;KRE;;6;2810;1911
5910;1330-1430;134;J;Shiokaze;J;KRE;;6;2810;1911
5910;1330-1430;SaSu;J;Shiokaze;J,K;KRE;;6;2810;1911
5910;1330-1430;Tu;J;Shiokaze;M;KRE;;6;2810;1911
5910;2000-2100;Fr;J;Shiokaze;E;KRE;;6;2810;2512
5910;2000-2100;134;J;Shiokaze;J;KRE;;6;2810;2512
5910;2000-2100;SaSu;J;Shiokaze;J,K;KRE;;6;2810;2512
5910;2000-2100;Tu;J;Shiokaze;M;KRE;;6;2810;2512
5910;1330-1430;Fr;J;Shiokaze;E;KRE;;6;0502;0603
5910;1330-1430;134;J;Shiokaze;J;KRE;;6;0502;0603
5910;1330-1430;SaSu;J;Shiokaze;J,K;KRE;;6;0502;0603
5910;1330-1430;Tu;J;Shiokaze;M;KRE;;6;0502;0603
5910;2000-2100;Fr;J;Shiokaze;E;KRE;;6;0902;3103
5910;2000-2100;134;J;Shiokaze;J;KRE;;6;0902;3103
5910;2000-2100;SaSu;J;Shiokaze;J,K;KRE;;6;0902;3103
5910;2000-2100;Tu;J;Shiokaze;M;KRE;;6;0902;3103
5910;0100-0300;;ROU;Radio Romania Int.;RO;ENA;t;0;;
5910;0645-0700;Mo-Fr;USA;Trans World Radio;PO;Eu;/D-w;0;;
5915;0200-0300;;CHN;China Radio Int.;R;CAs;ka;0;;
5915;1000-1200;;CHN;China Radio Int.;R;Sib;h;0;;
5915;1200-1300;;CHN;China Radio Int.;MO;Sib;h;0;;
5915;1300-1400;;CHN;China Radio Int.;R;Sib;h;0;;
5915;1400-1500;;CHN;China Radio Int.;MO;Sib;h;0;;
5915;1500-1600;;CHN;China Radio Int.;R;Sib;h;0;;
5915;1600-1700;;CHN;China Radio Int.;HI;SAs;ka;0;;
5915;2200-2300;;CHN;China Radio Int.;E;FE;b;0;;
5915;2300-2400;;CHN;China Radio Int.;E;SAs;ka;0;;
5915;1900-2000;;F;Radio France Int.;R;EEu;;0;;
5915;0400-0600;;G;BBC;A;WAf;s;0;;
5915;0300-0330;;IRN;IRIB Voice of I.R.Iran;AR;Cau;s;0;;
5915;2330-0030;;IRN;IRIB Voice of I.R.Iran;M;FE;s;0;;
5915;0900-1330;;MYA;Myanma Radio;BR;SEA;n;1;;
5915;1330-1400;;MYA;Myanma Radio;E;SEA;n;1;;
5915;1400-1500;;MYA;Myanma Radio;BR;SEA;n;1;;
5915;2330-0230;;MYA;Myanma Radio;BR;SEA;n;1;;
5915;0240-0500;Su;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;0240-0500;Fr;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;0240-0500;Th;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;0240-0500;Mo;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;0240-0500;We;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;0240-0500;Sa;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;0240-0500;Tu;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;0500-0515;;ZMB;Zambia NBC Radio 1;E;SAf;L;1;;
5915;0515-0600;Fr;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;0515-0600;Th;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;0515-0600;Mo;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;0515-0600;We;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;0515-0600;Sa;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;0515-0600;Tu;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;0515-0800;Su;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;0600-0800;We;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;0600-0800;Sa;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;0600-0800;Th;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;0600-0800;Tu;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;0600-0800;Mo,Fr;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;0800-1000;Mo;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;0800-1000;We,Sa;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;0800-1000;Tu,Fr;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;0800-1000;Th,Su;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;1000-1030;246;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1000-1030;1357;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;1030-1035;;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;1035-1040;;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;1040-1045;;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;1045-1050;;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;1050-1055;;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;1055-1100;;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;1100-1105;;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1105-1200;246;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1105-1200;1357;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;1200-1400;Mo;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1200-1400;Th;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;1200-1400;We,Su;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;1200-1400;Tu;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;1200-1400;Sa;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;1200-1400;Fr;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;1400-1515;Sa;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1400-1515;Mo;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;1400-1515;Tu,Fr;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;1400-1515;Th;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;1400-1515;We,Su;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;1515-1520;;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;1520-1525;;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1525-1530;;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;1530-1535;;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;1535-1540;;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;1540-1545;;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;1545-1600;;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;1600-1800;Fr;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1600-1800;Su;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;1600-1800;Th;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;1600-1800;We;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;1600-1800;Sa;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;1600-1800;Mo;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;1600-1800;Tu;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5915;1800-1810;;ZMB;Zambia NBC Radio 1;E;SAf;L;1;;
5915;1810-2205;We;ZMB;Zambia NBC Radio 1;BEM;SAf;L;1;;
5915;1810-2205;Tu;ZMB;Zambia NBC Radio 1;KAO;SAf;L;1;;
5915;1810-2205;Mo;ZMB;Zambia NBC Radio 1;LOZ;SAf;L;1;;
5915;1810-2205;Fr;ZMB;Zambia NBC Radio 1;LU;SAf;L;1;;
5915;1810-2205;Su;ZMB;Zambia NBC Radio 1;LUV;SAf;L;1;;
5915;1810-2205;Th;ZMB;Zambia NBC Radio 1;NY;SAf;L;1;;
5915;1810-2205;Sa;ZMB;Zambia NBC Radio 1;TNG;SAf;L;1;;
5920;1330-1630;;IRN;IRIB Voice of I.R.Iran;KU;ME;k;0;;
5920;1700-1800;;IRN;IRIB Voice of I.R.Iran;R;EEu;a;0;;
5920;1700-1900;;RUS;Voice of Russia;A;ME;a;0;;
5920;0000-0300;;USA;World Harvest Radio;E;ENA;c;0;;
5920;0330-0400;Mo-Fr;USA;World Harvest Radio;E,S;Car;c;0;;
5920;0430-0800;Mo-Fr;USA;World Harvest Radio;E,S;Car;c;0;;
5920;0800-0900;Sa;USA;World Harvest Radio;E,S;Car;c;0;;
5920;0900-1100;Mo-Fr;USA;World Harvest Radio;E,S;Car;c;0;;
5920;1200-1300;;USA;World Harvest Radio;E,S;Car;c;0;;
5920;2300-2400;SaSu;USA;World Harvest Radio;E,S;SAm;c;0;;
5921.3;0000-2400;;PRU;Radio Bethel, Arequipa;S;PRU;ar;1;;
5925;1000-1705;;CHN;China National Radio 5;M;CHN;B;1;;
5925;2055-2400;;CHN;China National Radio 5;M;CHN;B;1;;
5925;0300-0400;;D;Deutsche Welle;SWA;EAf;/RRW;0;;
5925;0600-0700;;F;Radio France Int.;F;WAf;;6;2810;2302
5925;1300-1440;;URG;FM Chaná, Tacuarembó;S;URG;t;8;;
5925;2300-0110;;URG;FM Chaná, Tacuarembó;S;URG;t;8;;
5925;0030-0130;;USA;VoA Radio Ashna;PS;AFG;/CLN-i;0;;
5925;1600-1615;Mo-Sa;VTN;Voice of Vietnam 2;E;VTN;x;1;;
5925;1615-1630;Mo-Sa;VTN;Voice of Vietnam 2;F;VTN;x;1;;
5925;1630-1644;Th,Sa;VTN;Voice of Vietnam 2;E;VTN;x;1;;
5925;1630-1644;Mo,We;VTN;Voice of Vietnam 2;J;VTN;x;1;;
5925;1630-1644;Tu,Fr;VTN;Voice of Vietnam 2;M;VTN;x;1;;
5925;2155-1700;;VTN;Voice of Vietnam 2;VN;VTN;x;1;;
5930;1245-1300;Sa;IND;Trans World Radio;KUI;SAs;/RUS-i;0;;
5930;1245-1300;Su;IND;Trans World Radio;SNT;SAs;/RUS-i;0;;
5930;1300-1315;Sa;IND;Trans World Radio;HO;SAs;/RUS-i;0;;
5930;1300-1315;Su;IND;Trans World Radio;KUM;SAs;/RUS-i;0;;
5930;1315-1330;Fr;IND;Trans World Radio;BB;SAs;/RUS-i;0;;
5930;1315-1330;Sa;IND;Trans World Radio;BE;SAs;/RUS-i;0;;
5930;1315-1330;Su-Tu;IND;Trans World Radio;MW;SAs;/RUS-i;0;;
5930;1315-1330;We-Th;IND;Trans World Radio;MEW;SAs;/RUS-i;0;;
5930;1330-1345;Fr;IND;Trans World Radio;HAR;SAs;/RUS-i;0;;
5930;1330-1345;Mo-Tu;IND;Trans World Radio;MAI;SAs;/RUS-i;0;;
5930;1330-1345;Sa;IND;Trans World Radio;GA;SAs;/RUS-i;0;;
5930;1330-1345;Su;IND;Trans World Radio;BON;SAs;/RUS-i;0;;
5930;1330-1345;Th;IND;Trans World Radio;TB;SAs;/RUS-i;0;;
5930;1330-1345;We;IND;Trans World Radio;KS;SAs;/RUS-i;0;;
5930;1345-1400;Su;IND;Trans World Radio;KUR;SAs;/RUS-i;0;;
5930;1345-1415;Mo-Fr;IND;Trans World Radio;MAI;SAs;/RUS-i;0;;
5930;1345-1415;Sa;IND;Trans World Radio;BUN;SAs;/RUS-i;0;;
5930;1400-1415;Su;IND;Trans World Radio;KHR;SAs;/RUS-i;0;;
5930;1415-1430;Su-Mo;IND;Trans World Radio;MAGHI;SAs;/RUS-i;0;;
5930;1415-1430;Th-Sa;IND;Trans World Radio;KUR;SAs;/RUS-i;0;;
5930;1415-1430;Tu-We;IND;Trans World Radio;MUN;SAs;/RUS-i;0;;
5930;1430-1445;SaSu;IND;Trans World Radio;NG;SAs;/RUS-i;0;;
5930;1430-1500;Mo-Fr;IND;Trans World Radio;SD;SAs;/RUS-i;0;;
5930;1445-1500;SaSu;IND;Trans World Radio;CD;SAs;/RUS-i;0;;
5930;1500-1515;Mo-We;IND;Trans World Radio;GM;SAs;/RUS-i;0;;
5930;1500-1515;SaSu;IND;Trans World Radio;BH;SAs;/RUS-i;0;;
5930;1500-1515;Th-Fr;IND;Trans World Radio;VV;SAs;/RUS-i;0;;
5930;1515-1530;Mo-Tu;IND;Trans World Radio;MCH;SAs;/RUS-i;0;;
5930;1515-1530;We-Th;IND;Trans World Radio;DD;SAs;/RUS-i;0;;
5930;0010-0030;Mo-Fr;RUS;GTRK Kamchatka;R;FE;p;1;;
5930;0410-0430;Mo-Fr;RUS;GTRK Kamchatka;R;FE;p;1;;
5930;0610-0624;Mo-Fr;RUS;GTRK Kamchatka;R;FE;p;1;;
5930;0710-0800;Mo-Fr;RUS;GTRK Kamchatka;R;FE;p;1;;
5930;1810-1830;Su-Th;RUS;GTRK Kamchatka;R;FE;p;1;;
5930;1910-2000;Su-Th;RUS;GTRK Kamchatka;R;FE;p;1;;
5930;2200-2230;Su-Th;RUS;GTRK Kamchatka;R;FE;p;1;;
5930;0310-0400;Mo-Fr;RUS;Murmanskoye Radio;R;RUS;mu;1;;
5930;0600-0610;Mo-Fr;RUS;Murmanskoye Radio;R;RUS;mu;1;;
5930;0610-0700;Sa;RUS;Murmanskoye Radio;R;RUS;mu;1;;
5930;0910-0915;Mo-Fr;RUS;Murmanskoye Radio;R;RUS;mu;1;;
5930;1410-1500;Mo-Fr;RUS;Murmanskoye Radio;R;RUS;mu;1;;
5930;0100-2100;;RUS;Radio Rossii;R;NEu;mu;1;;
5930;1700-1300;;RUS;Radio Rossii;R;FE;p;1;;
5930;1600-1700;;USA;Radio Liberty;R;EEu;/D-L;6;2810;2911
5930;1700-2100;;USA;Radio Liberty;BY;EEu;/D-b;0;;
5935;0000-0030;;CHN;China National Radio 1;M;CHN;t;1;;
5935;1030-1100;;CHN;China National Radio 1;M;CHN;t;1;;
5935;2230-2300;;CHN;China National Radio 1;M;CHN;t;1;;
5935;0030-0600;;CHN;PBS Xizang;M;CHN;t;1;;
5935;0600-1000;We-Mo;CHN;PBS Xizang;M;CHN;t;1;;
5935;1000-1030;;CHN;PBS Xizang;M;CHN;t;1;;
5935;1100-1800;;CHN;PBS Xizang;M;CHN;t;1;;
5935;2000-2230;;CHN;PBS Xizang;M;CHN;t;1;;
5935;2300-2400;;CHN;PBS Xizang;M;CHN;t;1;;
5935;0000-1200;;USA;Dr.Gene Scott;E;NAm;n;6;1003;3103
5935;0000-1200;;USA;Dr.Gene Scott;E;NAm;n;6;2810;0311
5935;0100-1300;;USA;Dr.Gene Scott;E;NAm;n;6;0411;0903
5935;1900-2000;;USA;WYFR Family Radio;P;AGL;/AFS;6;2810;0511
5938;1840-1900;We,Su;RUS;Russian Spy Numbers;E;;;1;0102;2902
5938;1840-1900;We,Su;RUS;Russian Spy Numbers;E;;;1;0111;3011
5939.3;0900-0500;;PRU;Radio Melodia, Arequipa;S;PRU;ar;1;;
5940;1300-1500;;AUS;Radio Australia;E;SOc;s;1;;
5940;1500-1700;;AUS;Radio Australia;E;SEA;s;1;;
5940;0000-2400;;B;Rádio Voz Missionária;P;B;cb;1;;
5940;1500-1900;;ETH;V.o.Tigray Revolution;TIG;EAf;a;1;;
5940;0100-0400;;G;BBC;E;ME;/CYP;0;;
5940;0300-0400;;G;BBC;E;ME;s;0;;
5940;2000-2015;;G;Bible Voice;A;ME;/D-n;0;;
5940;1530-1730;;IRN;IRIB Mashhad;UR;SAs;s;0;;
