June 2012,,,,,,,,
CTRY,CALLSIGN,NAME,Observations,N<30,N<60,N<120,N>360,Average (R-O) (mins)
US  , VCTV, CAPT. HENRY JACKMAN,13,9,11,11,1,137
US  , 3FPQ9, CARNIVAL CONQUEST,26,13,26,26,0,28.6
US  , C6FN4, CARNIVAL DESTINY,16,9,15,15,0,29.1
US  , 3ETA7, CARNIVAL DREAM,66,46,64,66,0,12.8
US  , H3GR, CARNIVAL ECSTASY,5,3,5,5,0,17
US  , 3FOC5, CARNIVAL ELATION,29,22,28,29,0,16
US  , H3GS, CARNIVAL FANTASY,28,25,27,28,0,13.1
US  , C6FM9, CARNIVAL FASCINATION,39,30,39,39,0,24.2
US  , 3EBL5, CARNIVAL FREEDOM,1,0,1,1,0,41
US  , 3FPS9, CARNIVAL GLORY,19,11,19,19,0,23.6
US  , C6FN2, CARNIVAL IMAGINATION,43,37,43,43,0,19.3
US  , C6FM5, CARNIVAL INSPIRATION,15,10,15,15,0,24.1
US  , H3VT, CARNIVAL LEGEND,14,12,14,14,0,13.1
US  , HPYE, CARNIVAL LIBERTY,95,71,94,95,0,22.3
US  , 3ETA8, CARNIVAL MAGIC,73,38,70,72,0,27.8
US  , H3VS, CARNIVAL MIRACLE,40,21,39,40,0,25.6
US  , 3FOB5, CARNIVAL PARADISE,19,16,18,19,0,15.1
US  , H3VU, CARNIVAL PRIDE,58,45,58,58,0,21.9
US  , C6FM8, CARNIVAL SENSATION,37,32,37,37,0,15.7
US  , 3FPR9, CARNIVAL SPIRIT,24,15,24,24,0,10.9
US  , 3EUS, CARNIVAL SPLENDOR,46,34,46,46,0,17.3
US  , C6FN5, CARNIVAL TRIUMPH,87,65,87,87,0,20.4
US  , H3VR, CARNIVAL VALOR,15,5,10,10,5,321.6
US  , 3FFL8, CARNIVAL VICTORY,4,3,4,4,0,21.2
US  , OZWA2, CAROLINE MAERSK,1,0,0,0,1,1271
US  , WE4879, CASON J. CALLAWAY,27,22,23,24,1,61.3
US  , 9HJI9, CELEBRITY CENTURY,114,85,106,109,1,31.1
US  , 9HJB9, CELEBRITY CONSTELLATION,338,143,237,293,20,87.3
US  , 9HXC9, CELEBRITY ECLIPSE,346,228,313,330,2,33.9
US  , 9HXD9, CELEBRITY EQUINOX,141,94,129,140,0,26.9
US  , 9HJD9, CELEBRITY INFINITY,131,83,128,131,0,21.2
US  , 9HJF9, CELEBRITY MILLENNIUM,88,59,83,86,0,28.8
US  , 9HA2583, CELEBRITY SILHOUETTE,149,100,136,148,0,25.4
US  , 9HRJ9, CELEBRITY SOLSTICE,162,94,128,145,10,66.4
US  , 9HJC9, CELEBRITY SUMMIT,63,50,62,63,0,19
US  , C6JT, CHARLES ISLAND,23,23,23,23,0,9.1
US  , WDD6126, CHARLESTON EXPRESS,140,80,112,117,23,257
US  , WTF3319, CORWITH CRAMER,10,7,8,8,1,150
US  , ICGU, COSTA LUMINOSA,27,19,25,25,2,65
US  , IBCF, COSTA MEDITERRANEA,57,17,49,57,0,39.1
US  , WDC6907, COURAGE,3,0,0,0,3,1397
US  , VRXB2, DARYA SHANTHI,54,12,36,48,1,68
US  , V7HD2, DEEPWATER MILLENNIUM,7,1,3,7,0,51.3
US  , WBN3016, DEFENDER,20,16,19,20,0,22.3
US  , KNBD, DELAWARE II,4,2,3,4,0,38.5
US  , NWS0012, DELAWARE II (AWS),110,14,110,110,0,31.5
US  , WDE2632, DELIVERANCE,3,2,3,3,0,17.7
US  , WUR7250, DIANE H,26,10,17,22,3,85.6
US  , V7MO2, DISCOVERER CLEAR LEADER,59,44,56,57,2,58.2
US  , V7HC6, DISCOVERER DEEP SEAS,133,94,133,133,0,21.1
US  , V7HD3, DISCOVERER ENTERPRISE,12,9,11,12,0,10.9
US  , V7MO3, DISCOVERER INSPIRATION,11,7,11,11,0,22.7
US  , V7HC8, DISCOVERER SPIRIT,67,49,67,67,0,19
US  , C6YR6, DISNEY DREAM,1,0,0,1,0,61
US  , C6ZL6, DISNEY FANTASY,11,5,10,10,0,33
US  , C6PT7, DISNEY MAGIC,3,2,3,3,0,4
US  , C6QM8, DISNEY WONDER,64,50,60,62,1,39.8
US  , C6JS, DUNCAN ISLAND,46,43,45,46,0,15.3
US  , S6NK2, EAGLE TACOMA,1,0,0,0,1,790
US  , S6NK4, EAGLE TRENTON,49,1,4,7,18,333.1
US  , WQZ9670, EDGAR B. SPEER,70,50,61,68,0,21.8
US  , WXQ4511, EDWIN H. GOTT,85,72,82,84,1,23.7
US  , KCGH, EL MORRO,8,5,5,5,3,546.6
US  , WGJT, EL YUNQUE,51,32,33,33,18,267
US  , KKFW, EMPIRE STATE,119,57,84,97,1,69.3
US  , C6FZ7, ENCHANTMENT OF THE SEAS,12,5,12,12,0,24.3
US  , WCE5063, ENDEAVOR (AWS),718,696,701,704,6,8.8
US  , WDF7523, ENDURANCE,43,23,29,43,0,32
US  , WDE9193, EOT SPAR,24,18,18,18,6,359.2
US  , A8PQ6, ERNEST N,37,8,28,36,0,43.7
US  , PHOS, EURODAM,36,24,30,34,0,35.3
US  , A8MH9, EURUS LIMA,3,0,2,2,0,71
US  , A8MI2, EURUS LISBON,14,3,14,14,0,32.8
US  , A8MH7, EURUS LONDON,22,10,19,22,0,34
US  , 9V7951, EVER DAINTY,15,13,13,15,0,13.5
US  , 9V7952, EVER DECENT,3,2,3,3,0,30.7
US  , 9V7954, EVER DEVOTE,4,1,1,1,0,236
US  , 9V7955, EVER DIADEM,27,17,20,23,4,152
US  , 3FQS8, EVER DIAMOND,265,170,244,263,0,26.2
US  , 9V7956, EVER DIVINE,28,21,27,28,0,18.7
US  , VQFS4, EVER ETHIC,12,5,6,9,3,391.1
US  , VSXV3, EVER EXCEL,26,8,16,16,10,569.8
US  , 3FQO4, EVER REACH,5,4,5,5,0,27.2
US  , 3FYB3, EVER REWARD,572,550,567,572,0,9.4
US  , MJKZ4, EVER SHINE,3,1,1,2,1,504.7
US  , 3EKU3, EVER SUMMIT,24,12,21,22,1,67.2
US  , C6FY8, EVEREST SPIRIT,49,20,42,46,2,88.3
US  , WDE4430, EVERGREEN STATE,1,0,0,0,0,141
US  , ONCE, EXCALIBUR,57,19,19,19,38,942.7
US  , ONAI, EXCEL,78,20,20,20,57,1055.3
US  , ONDY, EXCELERATE,62,33,39,43,19,459.8
US  , ONFY, EXPEDIENT,39,8,10,11,8,405.6
US  , WBN7618, EXPLORER,18,17,18,18,0,17.1
US  , ONFE, EXPLORER,54,31,45,50,4,133.6
US  , C6SE4, EXPLORER OF THE SEAS,13,8,13,13,0,24.4
US  , WDB5604, FAIRWEATHER,17,6,12,15,2,105.1
US  , WTEB, FAIRWEATHER (AWS),188,168,186,186,1,24.6
US  , 8POF, FEDERAL SCHELDE,9,3,3,7,0,67.2
US  , VRXL7, FEDERAL VENTURE,9,0,1,5,1,186.9
US  , WDF4764, FLORIDA VOYAGER,8,2,5,5,3,560.4
US  , WDB5483, FREEDOM,48,11,27,38,6,140.4
US  , C6UZ7, FREEDOM OF THE SEAS,18,12,18,18,0,20.2
US  , A8LC2, FREJA DANIA,18,4,11,17,0,53.7
US  , WCV7620, G. L. OSTRANDER,104,37,42,50,45,550.1
US  , S6AJ8, GARDEN CITY RIVER,16,9,12,14,0,42.4
US  , WBN6511, GAUNTLET,1,1,1,1,0,11
US  , V7SY6, GENCO CLAUDIUS,46,0,27,45,0,79.5
US  , VRDR8, GENCO CONSTANTINE,48,0,5,14,14,273.6
US  , V7QN8, GENCO HADRIAN,12,0,0,0,2,306.1
US  , V7LZ4, GENCO THUNDER,5,1,2,4,0,63.2
US  , WTAU, GENERAL RUDDER,13,7,11,12,1,203.3
US  , ZCDJ7, GENOA EXPRESS,18,3,3,18,0,65.1
US  , A8PQ5, GEORGE N,14,3,7,10,0,95.3
US  , NMRY, GOLDEN BEAR,52,36,46,48,3,92.7
US  , WTEO, GORDON GUNTER (AWS),409,363,373,377,21,78.6
US  , C6SE3, GRANDEUR OF THE SEAS,13,2,5,12,0,65.4
US  , WDF7994, GREAT REPUBLIC,14,11,13,14,0,20.3
US  , WDD9433, GREEN BAY,5,0,1,4,0,85.2
US  , WCZ5238, GREEN DALE,16,5,12,15,0,45.3
US  , WDDI, GREEN LAKE,5,5,5,5,0,11
US  , WZZF, GREEN RIDGE,18,15,17,18,0,18.1
US  , WDC9138, GRETCHEN H,13,5,8,13,0,39.3
US  , YJUF7, GSF GRAND BANKS,178,93,137,149,9,69.9
US  , WDA5598, GULF TITAN,3,0,1,3,0,64
US  , C6CL6, H A SKLENAR,99,80,91,96,1,35.6
US  , WZD2465, H. LEE WHITE,17,8,14,15,0,42.1
US  , WTDF, HENRY B. BIGELOW (AWS),499,481,486,494,0,14
US  , YJQN7, HENRY GOODRICH,184,91,140,154,12,72.9
US  , WL3972, HERBERT C. JACKSON,15,8,9,10,1,94.6
US  , WTEY, HI\'IALAKAI (AWS),159,39,159,159,0,27.4
US  , WL3108, HON. JAMES L. OBERSTAR,56,13,18,22,12,204.2
US  , WDC6923, HONOR,17,14,17,17,0,12.8
US  , KGTX, HORIZON ANCHORAGE,139,49,85,87,52,553.7
US  , WZJC, HORIZON CHALLENGER,66,36,65,66,0,22.2
US  , WZJD, HORIZON DISCOVERY,43,34,41,42,1,38.2
US  , KRGB, HORIZON ENTERPRISE,33,5,6,6,27,1177.7
US  , KGTZ, HORIZON KODIAK,39,3,6,6,33,1221.5
US  , WPGK, HORIZON NAVIGATOR,186,131,136,138,48,382
US  , WSRL, HORIZON PACIFIC,46,23,38,40,6,212.4
US  , WJBJ, HORIZON PRODUCER,188,134,153,158,17,99.7
US  , WFLH, HORIZON RELIANCE,79,65,78,78,0,11.5
US  , WFLG, HORIZON SPIRIT,66,63,64,66,0,3.3
US  , KGTY, HORIZON TACOMA,36,16,22,24,0,87.8
US  , 9VAW8, HOSANGER,21,13,13,15,4,386.1
US  , KCDK, HOUSTON,35,28,32,34,1,44.3
US  , WBN3744, HUNTER,75,67,75,75,0,11.8
US  , WGAX, INDEPENDENCE II,43,15,17,20,23,781.7
US  , C6WW4, INDEPENDENCE OF THE SEAS,9,6,9,9,0,21.7
US  , WXN3191, INDIANA HARBOR,30,27,29,30,0,9
US  , WDD7905, INTEGRITY,70,65,67,69,0,19.4
US  , WDC6925, INTEGRITY,43,20,30,36,0,53.2
US  , WDC6588, ISLAND SCOUT,14,0,4,14,0,70.8
US  , WDF7020, JAMES L. KUBER,91,90,91,91,0,0
US  , WYP8657, JAMES R. BARKER,269,139,176,200,15,89.7
US  , WDC3786, JEAN ANNE,14,10,14,14,0,18.9
US  , A8PQ7, JENNY N,16,11,15,15,0,31.4
US  , VCYP, JOHN B. AIRD,27,10,19,19,2,205
US  , WE3806, JOHN G. MUNSON,145,124,139,142,1,10.7
US  , WZE4539, JOHN J. BOLAND,1,1,1,1,0,0
US  , WXY6216, JOSEPH L. BLOCK,695,1,392,449,119,231.9
US  , WTEU, KA'IMIMOANA (AWS),386,337,344,350,20,57
US  , WBS5272, KAREN ANDRIE,318,154,190,202,84,238.8
US  , WTK2245, KATRINA EM,9,5,6,9,0,28.6
US  , C6WK2, KAVERI SPIRIT,24,2,10,20,0,73.8
US  , WCY2920, KENNICOTT,23,14,23,23,0,19.6
US  , WDA7827, KILO MOANA,14,2,2,2,12,1227.8
US  , KAO107, KIYI,18,14,17,18,0,24.4
US  , KCEJ, KNORR,720,682,702,717,0,14.1
US  , KQXZ, KODIAK,18,14,17,18,0,11.5
US  , VRWJ7, KOTA JATI,58,32,41,47,1,65
US  , WCX7445, LAURENCE M. GOULD (AWS),599,597,599,599,0,11.1
US  , 3FJY6, LAVENDER PASSAGE,4,2,4,4,0,26.2
US  , WUR8857, LEE A. TREGURTHA,3,2,2,2,1,211.3
US  , WHIA, LIBERTY EAGLE,66,34,51,58,0,39.8
US  , WADP, LIBERTY GLORY,27,17,26,27,0,25.3
US  , WADN, LIBERTY GRACE,22,15,19,21,0,36.1
US  , KRAU, LIBERTY PRIDE,33,25,28,32,0,15.5
US  , WCOB, LIBERTY SUN,25,11,17,18,7,422
US  , ZCDV9, LIVORNO EXPRESS,20,14,20,20,0,26.5
US  , V7BW9, LNG GEMINI,55,17,40,41,13,365.7
US  , C6XQ5, LNG JUPITER,14,4,12,13,1,140.4
US  , V7BX2, LNG LEO,13,2,5,6,7,791.6
US  , ONFP, LOWLANDS ORCHID,47,1,2,47,0,69.6
US  , V7QK3, LYLA,101,6,29,39,27,242.4
US  , PFRO, MAASDAM,134,107,115,121,1,39.6
US  , WBDS, MAERSK CAROLINA,21,4,11,20,1,77.1
US  , WAHP, MAERSK GEORGIA,34,1,23,30,1,79.4
US  , WKPM, MAERSK IDAHO,59,9,30,55,0,62.2
US  , KABL, MAERSK IOWA,49,10,26,32,16,504
US  , WKPY, MAERSK KENTUCKY,58,33,38,53,0,52.6
US  , WAHV, MAERSK MISSOURI,13,10,13,13,0,19.3
US  , WCDP, MAERSK MONTANA,9,7,8,8,1,148.3
US  , KABP, MAERSK OHIO,52,14,21,27,25,713.7
US  , WHKM, MAERSK PEARY,44,6,25,37,0,74.7
US  , WKAB, MAERSK UTAH,68,33,50,60,2,58
US  , WAHK, MAERSK VIRGINIA,23,5,18,23,0,39.7
US  , 3FCC4, MAERSK WAKAYAMA,5,4,4,5,0,0
US  , WKPN, MAERSK WISCONSIN,49,14,38,47,0,49.8
US  , WKPF, MAERSK WYOMING,75,35,69,73,0,32
US  , WHRN, MAHIMAHI,12,10,11,11,1,135.8
US  , WYX2079, MAIA H,2,2,2,2,0,0
US  , C6FZ8, MAJESTY OF THE SEAS,23,20,23,23,0,14.3
US  , KBGK, MAJOR BERNARD F. FISHER,53,38,42,44,9,235.2
US  , WDB6831, MANISTEE,26,19,25,25,1,37.8
US  , WDE3569, MANITOWOC,85,83,85,85,0,10.4
US  , KDBG, MANOA,17,9,15,15,2,185.6
US  , WRGD, MANUKAI,14,4,4,4,10,923.5
US  , WECH, MANULANI,13,3,5,5,8,781.6
US  , C6TF8, MAPLE 2,39,5,19,21,11,317.6
US  , OUIY2, MARCHEN MAERSK,37,34,36,36,1,53.6
US  , WDC6698, MARCUS G. LANGSETH (AWS),733,707,713,714,15,31.9
US  , OUJI2, MAREN MAERSK,24,15,23,24,0,25.6
US  , 3FHX2, MARINE EXPRESS,12,0,4,11,0,99
US  , KSDF, MARY ANN HUDSON,72,50,66,72,0,23.3
US  , WN4201, MATANUSKA,2,0,1,2,0,60.5
US  , WSLH, MAUI,38,14,14,14,24,914.1
US  , KFMV, MAUNALEI,48,30,37,37,11,345.3
US  , WGEB, MAUNAWILI,19,4,5,5,14,967.4
US  , WECB, MELVILLE,596,547,558,560,28,51.8
US  , WYQ4356, MESABI MINER,45,13,16,24,6,175.9
US  , WAHG, MIDNIGHT SUN,8,4,7,7,1,199.6
US  , ONAR, MINERAL BEIJING,11,1,2,7,1,119.6
US  , VRKF5, MINERAL BELGIUM,9,1,1,3,0,136.2
US  , ONFW, MINERAL DALIAN,19,0,0,0,15,618.2
US  , ONAN, MINERAL NOBLE,25,1,4,19,0,96.3
US  , ONBF, MINERAL TIANJIN,2,0,0,2,0,71
US  , WNRD, MOKIHANA,47,26,38,38,9,296.3
US  , C6FZ9, MONARCH OF THE SEAS,20,10,19,20,0,31.4
US  , WCX9104, MONITOR,14,13,14,14,0,14.4
US  , VDWC, MONTREALAIS,8,8,8,8,0,0
US  , A8AT8, MORNING GLORY VIII,105,13,28,58,10,148
US  , TCZF2, MUSTAFA DAYI,6,0,0,6,0,86.2
US  , WDE7904, NACHIK,1,0,0,1,0,71
US  , WTER, NANCY FOSTER (AWS),296,284,289,293,0,14.8
US  , WBP3210, NATHANIEL B. PALMER (AWS),328,327,328,328,0,11.1
US  , C6FU4, NAVIGATOR OF THE SEAS,1,0,0,1,0,67
US  , VRBK5, NEW DELHI EXPRESS,9,4,8,9,0,35.3
US  , WKWB, NEW HORIZON,96,96,96,96,0,11
US  , PBWQ, NIEUW AMSTERDAM,32,17,27,28,4,183.7
US  , A8UD3, NOBLE GLOBETROTTER I,18,17,18,18,0,8.1
US  , KRPP, NOBLE STAR,18,6,7,8,10,809.1
US  , PHET, NOORDAM,62,22,38,42,11,199.7
US  , KIYI, NORTH STAR,129,89,124,125,4,65.6
US  , C6FT7, NORWEGIAN DAWN,437,182,239,308,20,93.3
US  , C6XP7, NORWEGIAN EPIC,27,7,11,24,0,66.6
US  , C6VG8, NORWEGIAN GEM,69,26,39,55,3,83.4
US  , C6WK7, NORWEGIAN JADE,232,118,196,219,3,44.6
US  , C6TX6, NORWEGIAN JEWEL,58,18,30,48,0,62.1
US  , C6VG7, NORWEGIAN PEARL,520,474,510,514,2,21.1
US  , C6PZ8, NORWEGIAN SKY,135,122,131,135,0,15.5
US  , C6TQ6, NORWEGIAN SPIRIT,37,28,34,37,0,26.9
US  , C6FR3, NORWEGIAN STAR,92,72,92,92,0,15.1
US  , C6RN3, NORWEGIAN SUN,7,6,7,7,0,3.3
US  , HOJY, NYK LIBRA,28,24,27,28,0,18.5
US  , 3FJM9, NYK ROSA,8,1,3,5,1,260.8
US  , 9V7645, NYK RUMINA,29,7,14,18,1,110.6
US  , 3FUL2, NYK TRITON,60,4,17,42,0,92.8
US  , C6XS7, OASIS OF THE SEAS,58,28,58,58,0,28.6
US  , V7DZ8, OCEAN CLIPPER,37,22,31,35,0,26.8
US  , WDF9323, OCEAN FREEDOM,37,10,25,31,6,263.7
US  , WBO5471, OCEAN HARVESTER,1,0,0,1,0,111
US  , WCF3990, OCEAN MARINER,33,18,25,33,0,33
US  , WTDH, OKEANOS EXPLORER (AWS),309,300,305,309,0,4.8
US  , WDF7019, OLIVE L. MOORE,144,136,143,143,0,6.8
US  , VRWE8, OOCL AMERICA,36,23,29,34,1,38
US  , VRDN3, OOCL BUSAN,11,0,4,10,0,70.7
US  , VRFX8, OOCL NAGOYA,53,18,50,52,0,40.8
US  , PBKH, OOSTERDAM,29,13,17,25,0,62.1
US  , 9VAR2, OPTIMANA,136,0,0,3,105,861.3
US  , A8HY8, ORANGE SUN,6,4,4,4,2,487.3
US  , WTDO, OREGON II (AWS),462,428,442,451,2,22.1
US  , WDF2960, OREGON VOYAGER,2,1,1,1,1,730.5
US  , VRAC9, ORIENTAL QUEEN,14,1,4,12,0,70.3
US  , WTEP, OSCAR DYSON,610,593,604,609,0,3.9
US  , WTEE, OSCAR ELTON SETTE  (AWS),57,48,49,50,3,73.5
US  , NWS0015, OSCAR ELTON SETTE (AWS),231,230,231,231,0,1.4
US  , ELPP9, OURO DO BRASIL,7,3,5,5,2,432.6
US  , V7HP2, OVERSEAS ALCESMAR,6,0,2,4,0,102.3
US  , KCHV, OVERSEAS ANACORTES,22,11,21,21,1,91.3
US  , V7HP4, OVERSEAS ANDROMAR,36,17,30,35,0,44.4
US  , WJBU, OVERSEAS BOSTON,67,22,42,42,25,549.3
US  , WOAG, OVERSEAS CASCADE,12,8,10,10,2,198.9
US  , WWAA, OVERSEAS HOUSTON,7,4,5,5,1,255.4
US  , V7NV4, OVERSEAS JOYCE,89,83,88,88,0,14.9
US  , WAAT, OVERSEAS LONG BEACH,15,3,8,8,6,598.1
US  , WABS, OVERSEAS LOS ANGELES,181,90,108,109,70,561.2
US  , WDC7070, OVERSEAS LUXMAR,14,7,10,13,0,49.7
US  , WDC6975, OVERSEAS MAREMAR,49,9,23,40,5,106.8
US  , WDBH, OVERSEAS NIKISKI,5,1,4,4,1,318.8
US  , WHED, OVERSEAS TEXAS CITY,6,1,4,6,0,50.8
US  , WDD9283, PACIFIC FREEDOM,6,0,3,6,0,55.8
US  , WDD9285, PARAGON,2,0,0,2,0,70.5
US  , WBN3014, PATRIARCH,4,4,4,4,0,0
US  , WQVY, PATRIOT,10,0,0,1,0,181.6
US  , C6TH9, PAUL GAUGUIN,237,78,123,174,0,72.9
US  , WYR4481, PAUL R. TREGURTHA,68,37,40,42,14,255.4
US  , WDC6736, PHILADELPHIA EXPRESS,196,79,119,122,74,556.8
US  , WE3592, PHILIP R. CLARKE,50,42,43,43,6,145.1
US  , WTDL, PISCES (AWS),529,521,525,527,1,14.1
US  , WAZV, POLAR ADVENTURE,13,12,13,13,0,7.8
US  , WDF5296, POLAR CLOUD,32,2,15,25,2,114.4
US  , WACW, POLAR DISCOVERY,76,15,68,76,0,41.2
US  , WDG2085, POLAR ENDURANCE,12,4,5,12,0,54.8
US  , WRTF, POLAR ENTERPRISE,33,9,33,33,0,28.8
US  , WDC8652, POLAR RANGER,1,0,0,1,0,111
US  , WDJK, POLAR RESOLUTION,241,134,236,239,1,30.5
US  , WRYW, PRESIDENT ADAMS,48,28,36,41,7,232.9
US  , WRYC, PRESIDENT JACKSON,46,21,32,35,11,363.5
US  , WRYD, PRESIDENT POLK,40,17,30,35,5,210.5
US  , WNDP, PRESIDENT TRUMAN,29,11,20,20,9,461.6
US  , WZE4928, PRESQUE ISLE,10,0,0,0,0,251
US  , WNBE, PRIDE OF AMERICA,32,24,32,32,0,13.4
US  , WUW2120, PRIDE OF BALTIMORE II,3,2,3,3,0,21
US  , PBGH, PRINSENDAM,7,3,4,7,0,42
US  , WBM5092, PT. THOMPSON,7,7,7,7,0,15.3
US  , WRJP, R. J. PFEIFFER,49,23,29,29,20,598.5
US  , KGCJ, R. M. THORSTENSON,3,0,1,3,0,87.3
US  , C6SE7, RADIANCE OF THE SEAS,45,30,42,43,0,33.1
US  , WTEF, RAINIER,119,108,118,119,0,14.1
US  , WCW7977, REBECCA LYNN,29,18,27,28,0,23
US  , WDD2451, REDOUBT,5,1,2,3,2,282.6
US  , WCZ5535, RESOLVE,41,14,22,26,13,448
US  , C6UA2, RHAPSODY OF THE SEAS,53,41,49,53,0,24.9
US  , WDA4486, ROBERT C. SEAMANS,1,0,1,1,0,41
US  , WSQ2674, ROBERT GORDON SPROUL (AWS),239,233,235,235,1,15.4
US  , CFN4934, ROBERT S. PIERSON,8,4,7,8,0,27.2
US  , WZP8164, ROGER BLOUGH,157,115,139,146,4,51
US  , KAOU, ROGER REVELLE,704,663,667,669,29,46.7
US  , A8PQ3, RONALD N,2,1,2,2,0,31
US  , PHFV, RYNDAM,32,25,30,32,0,21.1
US  , KAWM, S/R AMERICAN PROGRESS,34,14,27,34,0,32.2
US  , MRWF2, SAFMARINE MAKUTU,20,12,19,19,1,93.7
US  , VRZQ9, SAGA MONAL,22,8,13,17,0,62.6
US  , VRDA4, SAGA NAVIGATOR,1,0,0,1,0,91
US  , VRXO6, SAGA VIKING,24,0,15,22,0,64.2
US  , C6NO5, SAIPEM 7000,57,48,55,57,0,12.3
US  , WZC7602, SAM LAUD,26,10,12,25,1,90.3
US  , WDC8307, SAMUEL DE CHAMPLAIN,13,6,11,11,1,112.5
US  , MGYB8, SANTA MONICA,56,52,54,55,1,26.2
US  , HZRX, SAUDI ABHA,3,3,3,3,0,10.7
US  , HZZB, SAUDI DIRIYAH,26,22,25,25,1,46.1
US  , HZZD, SAUDI TABUK,34,12,13,13,21,493
US  , WYT8569, SEA PRINCE,10,10,10,10,0,20
US  , WCX9106, SEA VOYAGER,56,28,35,56,0,33.2
US  , WKAU, SEA-LAND CHAMPION,20,0,4,15,0,99.2
US  , WDB9948, SEA-LAND CHARGER,35,29,32,35,0,17.7
US  , WDB9950, SEA-LAND COMET,50,45,50,50,0,12.7
US  , WKAE, SEA-LAND EAGLE,44,29,36,41,3,79.5
US  , WDB9949, SEA-LAND INTREPID,33,16,21,23,9,372.8
US  , WDB9986, SEA-LAND LIGHTNING,45,18,28,28,17,556.1
US  , WKAW, SEA-LAND MERCURY,60,20,41,42,18,450.4
US  , WDB9951, SEA-LAND METEOR,50,12,37,49,0,45.5
US  , WKAP, SEA-LAND RACER,61,34,51,58,3,98.7
US  , WCY7054, SEABULK ARCTIC,14,4,4,5,8,595.3
US  , KNJK, SEABULK TRADER,37,4,27,36,0,52.1
US  , WBN3013, SENTRY,18,18,18,18,0,12.9
US  , C6VV8, SEVEN SEAS MARINER,44,38,43,44,0,15.8
US  , C6SW3, SEVEN SEAS VOYAGER,4,3,3,4,0,27.2
US  , WDE2542, SHEILA MCDEVITT,32,20,28,31,0,24.2
US  , WSNB, SIERRA,10,8,10,10,0,9.9
US  , WCQ6174, SIKU,14,0,4,14,0,73.1
US  , 9VAH, SIRANGER,46,12,33,35,0,84.1
US  , OYOS2, SKAGEN MAERSK,26,15,21,25,0,36.5
US  , ELQQ4, SOL DO BRASIL,16,12,15,15,1,109.4
US  , C6TZ9, SPLENDOUR OF THE SEAS,193,127,181,193,0,27.5
US  , WDD3825, ST LOUIS EXPRESS,363,62,67,72,291,1158.1
US  , WZA4027, ST. CLAIR,4,3,3,4,0,13.5
US  , WYL4909, STACEY FOSS,10,0,2,10,0,76.8
US  , LAVV4, STAR AMERICA,13,10,11,11,2,238.4
US  , LAYG5, STAR ATLANTIC,19,19,19,19,0,9.4
US  , LAWO2, STAR EAGLE,33,16,19,21,12,538.8
US  , LAHE2, STAR EVVIVA,12,4,6,9,3,384.2
US  , LAVW4, STAR FLORIDA,37,34,36,36,1,18.6
US  , LAVY4, STAR FRASER,15,10,12,13,0,34.1
US  , LAVX4, STAR FUJI,18,1,4,7,7,316.3
US  , LADR4, STAR GRAN,27,27,27,27,0,8.5
US  , LAXP4, STAR HANSA,33,26,28,31,2,97
US  , LAVD4, STAR HERDLA,2,2,2,2,0,6
US  , LAVN4, STAR HIDRA,47,37,41,45,1,30.3
US  , LAOX5, STAR ISFJORD,21,20,20,20,1,77.8
US  , LANT5, STAR ISMENE,9,6,8,8,1,176.7
US  , LAMP5, STAR ISTIND,4,4,4,4,0,9.2
US  , LAJS6, STAR JAVA,31,27,27,30,0,12.2
US  , LAZU5, STAR JUVENTAS,28,17,25,26,2,167.4
US  , LAJK7, STAR KVARVEN,9,2,3,9,0,62
US  , WCAH, STATE OF MAINE,44,29,33,34,2,92.5
US  , PHSG, STATENDAM,19,19,19,19,0,14.9
US  , WDC6055, STEWART J. CORT,23,4,6,7,10,692.5
US  , WDC8583, STIKINE,4,1,4,4,0,33.5
US  , WDG2051, STIMSON,24,8,14,19,0,66.2
US  , WDE4432, SUNSHINE STATE,7,6,7,7,0,21.9
US  , C6DM2, SUPERSTAR LIBRA,101,81,99,100,0,3
US  , VRCQ2, SYLVIE,2,0,2,2,0,36.5
US  , LAOW5, TALISMAN,10,8,10,10,0,18.8
US  , C6XC2, TANGGUH HIRI,89,62,83,88,0,23.6
US  , KTDQ, THOMAS G. THOMPSON,9,8,8,9,0,13.3
US  , WTEA, THOMAS JEFFERSON,364,359,362,363,0,11.8
US  , VGPY, TIM S. DOOL,54,27,46,51,3,107.1
US  , WCX2255, TIME BANDIT,1,0,1,1,0,31
US  , WDC9555, TRIUMPH,1,1,1,1,0,30
US  , J8PE3, TROPIC CARIB,23,20,23,23,0,21
US  , J8PR3, TROPIC DAWN,1,0,0,0,1,810
US  , HO7723, TROPIC EXPRESS,20,20,20,20,0,16.8
US  , J8NY, TROPIC JADE,13,1,5,5,8,893
US  , J8PD, TROPIC LURE,25,7,24,24,1,87.2
US  , J8NX, TROPIC NIGHT,21,14,19,19,2,158.9
US  , J8NW, TROPIC OPAL,40,40,40,40,0,11.1
US  , J8PB, TROPIC PALM,21,10,21,21,0,31
US  , J8AZ2, TROPIC SUN,12,11,12,12,0,22.9
US  , J8PE4, TROPIC UNITY,22,20,21,21,1,83.4
US  , WDE8761, TUG DOROTHY ANN,77,68,69,74,2,47.6
US  , WDF5483, TUG SPARTAN,214,112,133,140,52,338.9
US  , WNGW, TUSTUMENA,221,169,218,219,0,13
US  , V7DI7, TYCO DECISIVE,90,59,82,82,8,148.8
US  , V7DI8, TYCO DURABLE,8,3,5,5,3,554.6
